id_producto;proveedor;categoria;nombre;ref_fabricante;ref_proveedor;stock;precio_venta;imagenes;descripcion
4331;2;0;0603 0,1% 100K;4331;4331;0;0,66000;;CHIP RESISTENCIA PELICULA SMD
4332;2;30301;LM2453TA;4332;4332;19;6,85400;;CIRCUITO INTEGRADO TO220/15
4333;2;0;LM248N;4333;4333;0;0,51134;;CIRCUITO INTEGRADO DIL14
4334;2;30301;LM2574N3,3;4334;4334;12;1,26212;;CIRCUITO INTEGRADO DIL8
4335;2;30301;LM2574N5,0;4335;4335;108;1,19000;;CIRCUITO INTEGRADO DIL8
4336;2;30301;LM2574NADJ;4336;4336;53;2,75264;;CIRCUITO INTEGRADO DIL8
4337;2;30301;LM2575T12;4337;4337;37;1,70136;;CIRCUITO INTEGRADO TO220/5
4338;2;30301;LM2575T5.0  TO220-5;4338;4338;168;1,80000;;CIRCUITO INTEGRADO TO220/5
4339;2;30301;LM2575TADJ TO220-5;4339;4339;59;1,66000;;CIRCUITO INTEGRADO REGUL.PO+1,2V/37V 1A
4340;2;0;2016-3021;4340;4340;0;0,09520;;TIRA 2,00 2V P/CUADRADO RECTA 2,8+2+4
4341;2;30302;LM2576HVTADJ;4341;4341;44;5,50000;;CIRCUITO INTEGRADO TO220/5
4342;2;30301;LM2576T5.0;4342;4342;86;1,87400;;CIRCUITO INTEGRADO TO220/5
4343;2;0;CEF2;4343;4343;0;2,60400;;PLACA C.I.PERFOR.PUNTOS 2,54 92X95 F.V.
4344;2;30301;LM258N;4344;4344;8;0,19600;;CIRCUITO INTEGRADO DIL8
4345;2;11040202;SM6T150CA/SMBJ150CA;4345;4345;205;0,17000;;CHIP SUPR.TRAN.600W 150V BI.SMB 3,9X5,6
4346;2;0;47pF 1000V;4346;4346;0;0,00000;;CONDENSADOR CERAMICO DISCO R.5
4347;2;0;LM2675N-5.0;4347;4347;0;5,70962;;CIRCUITO INTEGRADO DIL8
4348;2;0;6LAV12;4348;4348;0;1,20000;;LAMPARITA VERDE ST 12V/80mA
4349;2;0;LM270H;4349;4349;0;5,19274;;CIRCUITO INTEGRADO TO99
4350;2;0;1051016051 (51-60);4350;4350;0;0,80072;;TIRA ZB 6,2mm 51-60
4351;2;3040103;X24C16P;4351;4351;10;8,10000;;MEMORIA EEPROM 2KX8 DIL8
4352;2;30301;LM2896P2;4352;4352;62;1,26212;;CIRCUITO INTEGRADO SIL11
4353;2;30301;LM2902N;4353;4353;21;0,36060;;CIRCUITO INTEGRADO DIL14
4354;2;30301;LM2904P;4354;4354;104;0,10702;;CIRCUITO INTEGRADO DIL8
4356;2;30301;LM2917N;4356;4356;85;3,60608;;CIRCUITO INTEGRADO DIL14
4357;2;30301;LM2917N8;4357;4357;422;2,76466;;CIRCUITO INTEGRADO DIL8
4358;2;30301;LM2930T5,0;4358;4358;47;1,20202;;CIRCUITO INTEGRADO TO220
4359;2;30301;LM2931AZ5.0;4359;4359;221;0,45200;;CIRCUITO INTEGRADO TO92
4360;2;0;LM2936Z5;4360;4360;0;2,16000;;CIRCUITO INTEGRADO TO92
4361;2;0;BAS40-04;4361;4361;0;0,06000;;CHIP DIODO SOT23 (TO236AB)
4362;2;30302;LM2937ES5.0;4362;4362;18;1,16000;;CHIP CIR.INTEGR.TO263 D2Pak 10,5X9,6X4,5
4363;2;0;LB2012T100KR;4363;4363;0;0,20200;;CHIP INDUCTOR 0805 10uH 120mA 2X1.25X1.2
4364;2;30301;LM2940CT5.0;4364;4364;139;1,22000;;CIRCUITO INTEGRADO TO220 TEMP.COMERCIAL
4365;2;30301;LM2940T12;4365;4365;29;0,98164;;CIRCUITO INTEGRADO TO220 R.E.T.
4366;2;30301;LM2940T5.0NOPB;4366;4366;107;1,05934;;CIRCUITO INTEGRADO TO220 R.E.T.
4367;2;0;SP1205;4367;4367;0;0,13880;;SEPARADOR METAL HEXAG.MA.HE.M-4X5+5mm
4368;2;0;220uF 25V D-8mm;4368;4368;0;0,17348;;CHIP COND.ELCO C-F 10,2X8,3 85G
4369;2;30301;LM300H;4369;4369;41;2,25212;;CIRCUITO INTEGRADO TO5
4370;2;0;0781046;4370;4370;0;2,30000;;FILTRO DISCO P/ESTACION RA/TA (10 Uds.)
4371;2;30301;LM301H;4371;4371;17;0,82940;;CIRCUITO INTEGRADO TO5
4372;2;30301;LM305H;4372;4372;1;1,62274;;CIRCUITO INTEGRADO TO99
4373;2;30301;LM307N;4373;4373;4;4,00000;;CIRCUITO INTEGRADO DIL8
4374;2;0;LM308H;4374;4374;0;1,11788;;CIRCUITO INTEGRADO TO5
4375;2;30301;LM308N;4375;4375;2;2,52000;;CIRCUITO INTEGRADO DIL8
4376;2;90717;2322.156.12219;4376;4376;2055;0,01736;;RESISTENCIA METAL FILM 0,6W 1% 22,1R
4377;2;0;LM311HC;4377;4377;0;1,15000;;CIRCUITO INTEGRADO TO39
4378;2;30301;LM311N;4378;4378;149;0,13200;;CIRCUITO INTEGRADO DIL8
4379;2;0;LM317H TO39;4379;4379;0;2,10354;;CIRCUITO INTEGRADO REGUL.PO+1,2V/37V 0,5
4380;2;0;4303.2401 SCHURTER;4380;4380;0;2,50000;;PORTAFUSIBLE CUCHILLA CIRCUITO IMPRESO
4381;2;30301;LM317K TO3;4381;4381;4;2,45200;;CIRCUITO INTEGRADO REGUL.PO+1,2V/37V 1,5
4382;2;30301;LM317LZ TO92;4382;4382;387;0,10370;;CIRCUITO INTEGRADO REGUL.PO+1,2V/37V 0,1
4383;2;30301;LM317T TO220;4383;4383;1313;0,21872;;CIRCUITO INTEGRADO REGUL.PO+1,2V/37V 1,5
4384;2;30301;LM318N;4384;4384;2;0,81800;;CIRCUITO INTEGRADO DIL8
4385;2;30301;LM319N;4385;4385;3123;0,37262;;CIRCUITO INTEGRADO DIL14
4386;2;30301;LM323K;4386;4386;6;3,48336;;CIRCUITO INTEGRADO 5V 3A TO3
4387;2;0;LM323T;4387;4387;0;1,80400;;CIRCUITO INTEGRADO TO220
4388;2;0;SST39SF040-45-I-NHE;4388;4388;0;1,52000;;CHIP MEMORIA FLASH 512KX8 PLCC32 MICROCH
4389;2;10302;C753;4389;4389;12;18,00000;;TRANS.CONV.CROVISA 9+9V 0,3A
4390;2;30301;LM324N;4390;4390;206;0,13000;;CIRCUITO INTEGRADO DIL14
4391;2;30301;LM325H;4391;4391;4;11,11872;;CIRCUITO INTEGRADO TO5
4392;2;30301;LM329CH;4392;4392;52;3,29716;;CIRCUITO INTEGRADO TO46
4393;2;30301;LM329DZ;4393;4393;601;0,81738;;CIRCUITO INTEGRADO TO92
4394;2;30301;KA331N;4394;4394;153;2,04000;;CIRCUITO INTEGRADO DIL8
4395;2;0;LZ36 150X55;4395;4395;0;8,96000;;REJILLA VENTILADOR EBM PAPST METALICA
4396;2;91024;0805 1% 113R;4396;4396;5000;0,00962;;CHIP RESISTENCIA PELICULA SMD
4397;2;30301;LM334HC;4397;4397;19;4,23112;;CIRCUITO INTEGRADO TO99
4398;2;30301;LM334Z;4398;4398;113;0,50000;;CIRCUITO INTEGRADO TO92
4399;2;30301;LM335Z;4399;4399;142;0,72800;;CIRCUITO INTEGRADO TO92 SENSOR DE TEMPE.
4400;2;30301;LM336Z2.5;4400;4400;359;0,22000;;CIRCUITO INTEGRADO TO92
4401;2;0;O18M432000S008;4401;4401;0;11,56000;;CHIP OSCILADOR CUARZO 3,2X2,5X1,1 18.432
4402;2;30301;LM336Z5;4402;4402;150;0,10800;;CIRCUITO INTEGRADO TO92
4403;2;30301;LM337K TO3;4403;4403;13;4,50760;;CIRCUITO INTEGRADO REG.1,2V/37V 1,5A NEG
4404;2;30301;LM337T TO220;4404;4404;44;0,60102;;CIRCUITO INTEGRADO REG.1,2V/37V 1,5A NEG
4405;2;0;LM338K TO3;4405;4405;0;4,40000;;CIRCUITO INTEGRADO REGUL.PO+1,2V/32V 5A
4406;2;30301;LM339N;4406;4406;233;0,09762;;CIRCUITO INTEGRADO DIL14
4407;2;20303;NI2761;4407;4407;1;7,12600;;CONEXION USBA MA A MINI USBB 4V MA./MA.
4408;2;30301;LM341T12;4408;4408;53;0,38000;;CIRCUITO INTEGRADO TO220
4409;2;30301;LM341T15;4409;4409;25;0,38000;;CIRCUITO INTEGRADO TO220
4410;2;30301;LM341T5,0;4410;4410;73;0,40000;;CIRCUITO INTEGRADO TO220
4411;2;30301;LM346N;4411;4411;25;1,65880;;CIRCUITO INTEGRADO DIL16
4412;2;0;W2S130-BM03-01;4412;4412;0;68,92000;;VENTILADOR EBM PAPST 150X55 230VCA
4413;2;30301;LM349;4413;4413;8;1,86314;;CIRCUITO INTEGRADO DIL14
4414;2;30301;LM350K;4414;4414;2;8,00000;;CIRCUITO INTEGRADO TO3
4415;2;30301;LM350T;4415;4415;134;0,64000;;CIRCUITO INTEGRADO TO220
4416;2;30301;LM358N;4416;4416;141;0,10800;;CIRCUITO INTEGRADO DIL8
4417;2;30301;LM35DZ 0 A+100 C;4417;4417;300;1,12112;;CIRCUITO INTEGRADO SENSOR TEMPERA.TO92
4418;2;30301;LM360N;4418;4418;14;7,89730;;CIRCUITO INTEGRADO DIL8
4419;2;30301;LM363H500;4419;4419;3;17,54956;;CIRCUITO INTEGRADO TO99
4420;2;91024;0805 1% 93,1K;4420;4420;5000;0,00962;;CHIP RESISTENCIA PELICULA SMD
4421;2;30301;LM3700;4421;4421;17;1,13206;;CIRCUITO INTEGRADO DIL8
4422;2;30301;LM374;4422;4422;73;1,82708;;CIRCUITO INTEGRADO DIL14
4423;2;30301;LM376N;4423;4423;11;0,49284;;CIRCUITO INTEGRADO DIL8
4424;2;30301;LM380N-14;4424;4424;46;0,90152;;CIRCUITO INTEGRADO DIL14
4425;2;30301;LM380N-8;4425;4425;49;1,02400;;CIRCUITO INTEGRADO DIL8
4426;2;0;0603 1% 16,2K;4426;4426;0;0,03400;;CHIP RESISTENCIA PELICULA SMD
4427;2;30301;LM382;4427;4427;217;2,82476;;CIRCUITO INTEGRADO DIL14
4428;2;30301;LM383T;4428;4428;2;5,30000;;CIRCUITO INTEGRADO TO220
4429;2;30301;LM384;4429;4429;21;1,59800;;CIRCUITO INTEGRADO DIL14
4430;2;30301;LM385Z;4430;4430;70;0,91800;;CIRCUITO INTEGRADO TO92
4431;2;30301;LM385Z1,2;4431;4431;94;0,40000;;CIRCUITO INTEGRADO TO92
4432;2;30301;LM385Z2,5      2,5V;4432;4432;636;0,34862;;CIRCUITO INTEGRADO TO92
4433;2;30301;LM386N1;4433;4433;51;0,54000;;CIRCUITO INTEGRADO DIL8
4434;2;0;1218 5% 10K;4434;4434;0;0,98000;;CHIP RESISTENCIA PELICULA SMD
4435;2;0;0603 1% 162K;4435;4435;0;0,84000;;CHIP RESISTENCIA PELICULA SMD
4436;2;30301;LM3876T;4436;4436;16;5,95002;;CIRCUITO INTEGRADO TO220
4437;2;30301;LM3886T;4437;4437;55;5,22880;;CIRCUITO INTEGRADO TO220
4438;2;30301;LM388N1;4438;4438;1;10,80000;;CIRCUITO INTEGRADO DIL14
4439;2;30301;LM3900;4439;4439;40;0,41124;;CIRCUITO INTEGRADO DIL14
4440;2;50912;31.658/23/M;4440;4440;4;7,86600;;ORGANIZADOR DE CABLES 23mm
4441;2;0;0805 0,1% 95,3K;4441;4441;0;0,98000;;CHIP RESISTENCIA PELICULA SMD
4442;2;30301;LM3914N;4442;4442;32;1,50000;;CIRCUITO INTEGRADO DIL18
4443;2;30301;LM3915N;4443;4443;3;1,90200;;CIRCUITO INTEGRADO DIL18
4444;2;30301;LM391N60;4444;4444;8;2,12758;;CIRCUITO INTEGRADO DIL16
4445;2;30301;LM391N80;4445;4445;5;2,98102;;CIRCUITO INTEGRADO DIL16
4446;2;0;LM392N;4446;4446;0;1,08182;;CIRCUITO INTEGRADO DIL8
4447;2;30301;LM393N;4447;4447;10291;0,11200;;CIRCUITO INTEGRADO DIL8
4448;2;30301;LM3940IT3,3;4448;4448;54;1,14000;;CIRCUITO INTEGRADO TO220 1A
4449;2;0;2,7pF 100V NP0;4449;4449;0;0,24400;;CONDENSADOR CERAMICO MULTICAPA R.5 5%
4450;2;0;LM4040AIZ2,5;4450;4450;0;1,65000;;CIRCUITO INTEGRADO TO92
4451;2;0;FK249/SA220;4451;4451;0;0,97200;;RADIADOR FISCHER
4452;2;0;SM-LP-5001;4452;4452;0;1,75000;;CHIP TRANSFORMADOR LINEA BOURNS
4453;2;30301;LM545;4453;4453;25;4,95234;;CIRCUITO INTEGRADO DIL16
4454;2;30301;LM555CH;4454;4454;380;1,04096;;CIRCUITO INTEGRADO TO99
4455;2;40603;9TH/CO2809H;4455;4455;68;0,14420;;TAPA CONECTOR SUBD 9V HEMBRA
4456;2;30301;LM565CN;4456;4456;41;1,72000;;CIRCUITO INTEGRADO DIL14
4457;2;0;LM293P;4457;4457;0;0,22800;;CIRCUITO INTEGRADO DIL8
4458;2;30301;LM567N;4458;4458;83;0,44000;;CIRCUITO INTEGRADO DIL8
4459;2;30301;LM567CH;4459;4459;22;0,42070;;CIRCUITO INTEGRADO TO99
4460;2;0;LM571;4460;4460;0;2,10354;;CIRCUITO INTEGRADO DIL16
4461;2;0;330nF 50V 0603 X7R;4461;4461;0;0,26800;;CHIP CONDENSADOR CERAMICO MULTICAPA
4462;2;0;SML-D12Y8WT86;4462;4462;0;0,49600;;DIODO LED 0603 0,6X1,6X1 AMA.63mcd
4463;2;30301;LM628N8;4463;4463;3;72,72246;;CIRCUITO INTEGRADO DIL2806
4464;2;30301;LT1081CN;4464;4464;38;4,20000;;CIRCUITO INTEGRADO DIL18
4465;2;0;1206 1% 2,2R;4465;4465;0;0,09748;;CHIP RESISTENCIA PELICULA SMD
4466;2;110202;BCP56/16,115;4466;4466;5;0,10100;;CHIP TRANSISTOR NPN 80V 1A SOT223
4467;2;0;ES1D DO214AC;4467;4467;1400;0,07600;;CHIP DIODO RAPIDO 1A 200V SMA 2,9X4,6
4468;2;30301;LM710CH;4468;4468;465;0,78132;;CIRCUITO INTEGRADO TO99
4469;2;30301;LM710CN;4469;4469;13;0,38464;;CIRCUITO INTEGRADO DIL14
4470;2;30301;LM711CH;4470;4470;109;0,36060;;CIRCUITO INTEGRADO TO99
4471;2;30301;LM715H;4471;4471;23;2,99304;;CIRCUITO INTEGRADO TO99
4472;2;0;LPC1225FBD48/321,1;4472;4472;0;7,92000;;CHIP MICROPROCESADOR LQFP48
4473;2;30301;UA723CN/LM723N;4473;4473;119;0,38000;;CIRCUITO INTEGRADO DIL14
4474;2;30301;LM733;4474;4474;2;1,31020;;CIRCUITO INTEGRADO DIL14
4475;2;0;LM741CH;4475;4475;0;4,26200;;CIRCUITO INTEGRADO TO99 METALICO
4476;2;0;HSDL4420;4476;4476;0;0,90800;;CHIP EMISOR INFRARROJOS 1,7V LITEON
4477;2;0;HC49S/U4 12,288 Mhz;4477;4477;36;0,30000;;CRISTAL CUARZO BAJO PERFIL
4478;2;30301;LM741CN/UA741CN;4478;4478;109;0,35000;;CIRCUITO INTEGRADO DIL8 PLASTICO
4479;2;30301;LM748CH;4479;4479;8;0,24040;;CIRCUITO INTEGRADO TO99
4480;2;30301;LM758;4480;4480;175;2,97502;;CIRCUITO INTEGRADO DIL16
4481;2;0;742792093;4481;4481;0;0,36000;;CHIP FERRITA EMI 0805 2200R 1,3X2,1
4482;2;30301;LMC567CN;4482;4482;44;1,20000;;CIRCUITO INTEGRADO DIL8
4483;2;30301;LMC6081AIN;4483;4483;6;8,79882;;CIRCUITO INTEGRADO DIL8
4484;2;10201;DSA15P05EU050125;4484;4484;3;21,56000;;ALIMENTADOR 5V 2,5A cc C/CLAVIJA
4485;2;0;64712/50/33090 CA15;4485;4485;0;0,54000;;CABLEADO 2,54 2V 6471/2 50 mm CLIP PILAS
4486;2;0;RNA310 47K 5%;4486;4486;45;0,39000;;CHIP RED RESISTIVA 8 R.10 PINES 1,6X3,2
4487;2;30301;LMC662CN;4487;4487;18;3,50000;;CIRCUITO INTEGRADO DIL8
4488;2;0;TL783CKCSE3;4488;4488;0;1,26000;;CIRCUITO INTEGRADO REGULADOR POSITIVO
4489;2;0;SA24CA;4489;4489;0;0,24000;;DIODO TRANSIL BI.24V 500W DO15 AXIAL
4490;2;0;AC-202AYILY80;4490;4490;4;17,00000;;DISPLAY LCD ALFANU.20X2 VER.C/L.37X116
4491;2;30301;LMC7221BIN;4491;4491;6;3,20940;;CIRCUITO INTEGRADO DIL8
4492;2;30301;LMD18200T;4492;4492;24;15,00000;;CIRCUITO INTEGRADO TO220
4493;2;0;32012 27uH 13A;4493;4493;8;10,60000;;CHOQUE RADIAL 28,95X25,73X19,05 VICOR
4494;2;90603;4X12/KNA  0,10R 3W;4494;4494;273;0,29600;;RESISTENCIA BOB.SILICONADA 4X12
4495;2;30301;LS141CB;4495;4495;52;0,78132;;CIRCUITO INTEGRADO DIL14
4496;2;0;LT1013CP;4496;4496;0;3,72628;;CIRCUITO INTEGRADO DIL8
4497;2;30301;LT1014CN/LT1014DN;4497;4497;45;7,80000;;CIRCUITO INTEGRADO DIL14
4498;2;91026;1206 1% 93,1R;4498;4498;3300;0,00962;;CHIP RESISTENCIA PELICULA SMD
4499;2;30301;LT1020CN;4499;4499;111;9,08000;;CIRCUITO INTEGRADO DIL8
4500;2;91023;0603 5% 6,8K;4500;4500;47480;0,00542;;CHIP RESISTENCIA PELICULA SMD
4501;2;30301;LT1025CN;4501;4501;27;5,16000;;CIRCUITO INTEGRADO DIL8
4502;2;0;0603 1% 11K;4502;4502;0;0,07000;;CHIP RESISTENCIA PELICULA SMD
4503;2;30301;LT1071HVCT;4503;4503;30;10,22000;;CIRCUITO INTEGRADO TO220
4504;2;30301;LT1072CT;4504;4504;9;6,87558;;CIRCUITO INTEGRADO TO220
4505;2;30301;LT1074CT;4505;4505;50;9,00000;;CIRCUITO INTEGRADO TO220
4506;2;30301;LT1076CT5;4506;4506;1;6,61114;;CIRCUITO INTEGRADO TO220
4507;2;0;PP73N;4507;4507;0;3,68666;;CAJA PLASTICO 84X84X36 NEGRA
4508;2;30301;LT1080CN;4508;4508;61;15,74652;;CIRCUITO INTEGRADO DIL18
4510;2;0;1206 1% 162R;4510;4510;0;0,03900;;CHIP RESISTENCIA PELICULA SMD
4511;2;30301;LT1083CK;4511;4511;81;25,20000;;CIRCUITO INTEGRADO REG.AJ.POS.7,5A TO3
4512;2;0;TPSE227M016R0100;4512;4512;0;1,94100;;CHIP TANTALO BAJA IMPEDANCIA 220uF 16V
4513;2;30301;LT1085CK;4513;4513;4;24,00000;;CIRCUITO INTEGRADO REG.AJ.POS.3A TO3
4514;2;30301;LT1085CK12;4514;4514;142;19,24000;;CIRCUITO INTEGRADO REG.12V POS.3A TO3
4515;2;30301;LT1085CK5;4515;4515;3;8,39012;;CIRCUITO INTEGRADO REG.5V POS.3A TO3
4516;2;30301;LT1085CT;4516;4516;184;6,39476;;CIRCUITO INTEGRADO REG.AJ.POS.3A TO220
4517;2;0;LT1086CT;4517;4517;0;8,24588;;CIRCUITO INTEGRADO TO220
4518;2;0;ETRX2;4518;4518;0;36,90000;;MODULO COMUNICACION ZIGBEE
4519;2;0;100nF 100V X7R;4519;4519;0;0,07200;;CONDENSADOR CERAMICO MULTICAPA R.5 10%
4520;2;0;65100516121;4520;4520;0;2,68000;;CONECTOR SMD MINI USB A HEMBRA CODO 5P.
4521;2;30301;LT1170;4521;4521;51;13,75116;;CIRCUITO INTEGRADO TO220
4522;2;30301;LT1172CN8;4522;4522;87;3,58204;;CIRCUITO INTEGRADO DIL8
4523;2;91026;1206 1% 340K;4523;4523;4500;0,00962;;CHIP RESISTENCIA PELICULA SMD
4524;2;0;LT1181ACN;4524;4524;0;3,24000;;CIRCUITO INTEGRADO DIL8
4525;2;30301;LTC1044CN8;4525;4525;145;6,77942;;CIRCUITO INTEGRADO DIL8
4526;2;30301;LTC1485CN8;4526;4526;49;3,70224;;CIRCUITO INTEGRADO DIL8
4527;2;30301;LTC485CN8/SP485ES;4527;4527;13;0,77000;;CIRCUITO INTEGRADO DIL8
4528;2;0;742 792 608;4528;4528;0;0,22000;;CHIP INDUCTOR 0603 75R 0,8X1,3
4529;2;30301;LTC487;4529;4529;15;6,29860;;CIRCUITO INTEGRADO DIL16
4530;2;30301;LTC488CN;4530;4530;5;10,42156;;CIRCUITO INTEGRADO DIL16
4531;2;0;1,5nF 500V 1206 X7R;4531;4531;0;0,29800;;CHIP CONDENSADOR CERAMICO MULTICAPA
4532;2;30301;M254B1AD;4532;4532;1;4,88022;;CIRCUITO INTEGRADO DIL2406
4533;2;30301;M268;4533;4533;2;18,18662;;CIRCUITO INTEGRADO DIL2406
4534;2;0;M300216PI;4534;4534;0;15,62632;;CIRCUITO INTEGRADO DIL16
4535;2;0;MC-10B/Y/02-1410;4535;4535;1;9,96000;;CONEXION VGA 15HD 1M/2H 0,10 mts.
4536;2;30301;M51387;4536;4536;9;15,01328;;CIRCUITO INTEGRADO DIL3006
4537;2;11020115;2N2647;4537;4537;12;1,12000;;TRANSISTOR NPN 30V 2A TO18
4538;2;0;74VHC4053D;4538;4538;0;1,14000;;CHIP CIR.INTEGR.SO16 4X6,2X10 1,27
4539;2;0;M5451B7/MM5451BN;4539;4539;0;5,34000;;CIRCUITO INTEGRADO DIL40
4540;2;0;74HC1G04GW;4540;4540;0;0,42000;;CHIP CIRCUITO INTEGRADO SOT353
4541;2;0;3414-6034;4541;4541;0;3,24000;;CONECTOR C/PLA.2,54 2X17V HEM.AEREO 3M
4542;2;403;34137-0;4542;4542;391;0,09400;;TERMINAL EMPALME PTA/PTA.2,05X5,18X7,65
4543;2;50922;TE3050/TE905A;4543;4543;3888;0,02436;;TERMINAL C.I.1,30X8mm TEST POINT
4544;2;30301;M887002;4544;4544;2;1,77900;;CIRCUITO INTEGRADO DIL18 TELTONE
4545;2;30301;M957;4545;4545;15;18,67946;;CIRCUITO INTEGRADO DIL2204
4546;2;30301;M959;4546;4546;245;3,00506;;CIRCUITO INTEGRADO DIL14
4547;2;10202;SD25A5;4547;4547;2;50,00000;;CONVERTIDOR DC/DC E-9,2/18V S-5V 5A
4548;2;0;2541212/25322122;4548;4548;0;0,24000;;CONECTOR 2,54 12V MACHO CO.POLAR.SUPERIO
4549;2;30301;MAX1232CPA;4549;4549;41;2,22374;;CIRCUITO INTEGRADO WACHDOG DIL8
4550;2;0;CK06BX473K;4550;4550;0;0,38000;;COND.CERAMICO MILITAR RADIAL 47nF 100V
4552;2;30301;MAX1480BCPI+;4552;4552;7;19,50000;;CIRCUITO INTEGRADO DIL2806
4553;2;0;6761-2001;4553;4553;0;0,05600;;TERMINAL MACHO ENGAS.SERIE 6760 16-20AWG
4554;2;0;SLRC40001T/OFE,112;4554;4554;0;13,18000;;CHIP CIR.INTEGR.SO32
4555;2;90608;BC8 6,8R 8W;4555;4555;25;0,70000;;RESISTENCIA BOB.CEME.9X9X38
4556;2;50120;M24080426;4556;4556;4;3,38000;;JUNTA NEOPRENO PARA CAJA RI416
4557;2;30301;MAX186CCPP;4557;4557;3;22,23744;;CIRCUITO INTEGRADO DIL20
4558;2;0;MAX187BCPA+;4558;4558;0;35,00000;;CIRCUITO INTEGRADO DIL8
4559;2;110602;BAT754S SERIE (2N);4559;4559;2990;0,06200;;CHIP DIODO RAPIDO 2X0,2A 30V SOT23
4560;2;0;465282300040 230Vac;4560;4560;0;10,78200;;RELE MI.CI 2 CON.8A R.5 29X12,4X25 C/PUL
4561;2;0;0402 1% 8,25K;4561;4561;0;0,00304;;CHIP RESISTENCIA PELICULA SMD
4562;2;0;TMM-116-01-G-D-SM;4562;4562;0;3,19600;;CONECTOR SMD 2,00 2X16V MA.RE.S/PIV.4,00
4563;2;91021;0402 5% 470K;4563;4563;7995;0,00542;;CHIP RESISTENCIA PELICULA SMD
4564;2;9010403;4700uF 25V 16X32;4564;4564;303;0,34000;;CONDEN.ELECTRO.RADIAL 105G R.7,5
4565;2;30301;MAX232CPE+/HIN232CPZ;4565;4565;1340;1,20000;;CIRCUITO INTEGRADO DIL16
4566;2;0;TDA8945S;4566;4566;0;6,00000;;CIRCUITO INTEGRADO SIL9
4567;2;30301;MAX233CPP+;4567;4567;21;5,80000;;CIRCUITO INTEGRADO DIL20
4569;2;0;FAN5611S7X;4569;4569;0;0,72000;;CHIP CIR.INTEGR.SC70/6 1,4X2,4X2,15
4570;2;30301;MAX239CNG;4570;4570;4;9,01518;;CIRCUITO INTEGRADO DIL2403
4571;2;30301;MAX250CPD;4571;4571;22;9,01518;;CIRCUITO INTEGRADO DIL14
4572;2;0;SP2-L2-DC12V;4572;4572;0;24,26000;;RELE IND.DIL 2 CON.15A 50X36,8X20,5
4573;2;90717;2322.156.13011;4573;4573;1814;0,01737;;RESISTENCIA METAL FILM 0,6W 1% 301R
4574;2;30301;MAX270CPP;4574;4574;4;13,10206;;CIRCUITO INTEGRADO DIL20
4575;2;30301;MAX294CPA+;4575;4575;25;9,50000;;CIRCUITO INTEGRADO DIL8
4576;2;30301;MAX3218CPP;4576;4576;6;6,90000;;CIRCUITO INTEGRADO DIL20
4577;2;30301;MAX3232CPE+;4577;4577;8;3,40000;;CIRCUITO INTEGRADO DIL16
4578;2;50120;M24080423;4578;4578;7;2,04000;;JUNTA NEOPRENO PARA CAJA RI413
4579;2;50120;M24080422;4579;4579;1;1,40000;;JUNTA NEOPRENO PARA CAJA RI412
4580;2;30301;MAX323CPA;4580;4580;25;4,50760;;CIRCUITO INTEGRADO DIL8
4581;2;30301;MAX339CPE;4581;4581;50;8,52000;;CIRCUITO INTEGRADO DIL16
4582;2;0;S40-12  12V.3,5A 42W;4582;4582;0;33,20000;;FUENTE ALIMENT.CONMUT.SIMPLE 129X98X38
4583;2;0;1-1705950-1;4583;4583;0;1,15600;;CONECTOR TELEF.6/6 RJ12 HEMBRA CODO C.I.
4584;2;0;ADG706BRUZ;4584;4584;0;4,80000;;CHIP CIR.INTEGR.TSSOP28 4,5X6,6X9,8 0,65
4585;2;41343;2559-3402;4585;4585;638;0,28480;;TIRA 2,54 2X20V P/CUAD.CODO 3+2,54+7
4586;2;30301;MAX450CPD;4586;4586;15;5,88992;;CIRCUITO INTEGRADO DIL14
4587;2;0;MAX483EPA/SP483ES;4587;4587;0;3,48588;;CIRCUITO INTEGRADO DIL8
4588;2;30301;MAX485CPA+;4588;4588;76;1,50000;;CIRCUITO INTEGRADO DIL8
4589;2;30301;MAX487CPA+;4589;4589;201;2,82476;;CIRCUITO INTEGRADO DIL8
4590;2;0;MAX488CPA;4590;4590;0;3,42576;;CIRCUITO INTEGRADO DIL8
4591;2;30302;LP2985AIM5-3,3(LORA);4591;4591;734;0,90000;;CHIP CIR.INTEGR.SOT23-5 (M5)
4592;2;30301;MAX489CPD;4592;4592;55;2,50000;;CIRCUITO INTEGRADO DIL14
4593;2;8020138;TOM1157DKB;4593;4593;2;2,80000;;MATRIZ PUNTOS 5X7 32X23 A/FILA S.R.24P
4594;2;0;74VHC125M;4594;4594;0;0,44000;;CHIP CIR.INTEGR.SO14 4X6,2X8,75 1,27
4595;2;0;MAX491EPD+;4595;4595;0;3,70000;;CIRCUITO INTEGRADO DIL14
4596;2;30301;MAX503CNG;4596;4596;24;14,54000;;CIRCUITO INTEGRADO DIL2403
4597;2;30301;MAX539BCPA;4597;4597;19;11,77984;;CIRCUITO INTEGRADO DIL8
4598;2;30301;MAX608CPA;4598;4598;17;3,78638;;CIRCUITO INTEGRADO DIL8
4599;2;30301;MAX619CPA;4599;4599;14;4,68790;;CIRCUITO INTEGRADO DIL8
4600;2;30301;MAX634CPA;4600;4600;25;6,85154;;CIRCUITO INTEGRADO DIL8
4601;2;30301;MAX637ACPA;4601;4601;100;9,18346;;CIRCUITO INTEGRADO DIL8
